0,2024-05-01,PENDLEUSDT_-7460.12687446801,GALUSDT_-7199.499241724583,LEVERUSDT_-5562.520006879873,1000RATSUSDT_-5454.965056684109,BIGTIMEUSDT_-4828.942657692816,SSVUSDT_-4639.453299020209,POLYXUSDT_-4583.493956501797,ORDIUSDT_-4566.764213139038,DARUSDT_-4565.898086781944,ACHUSDT_-4458.254639902229,TNSRUSDT_-4366.547377861823,MEMEUSDT_-4271.966832954002,HBARUSDT_-4048.0959779216078,THETAUSDT_-4018.6348443591064,DYMUSDT_-4005.6351233442033,STXUSDT_-3948.147981455087,NEARUSDT_-3926.744420337843,TOKENUSDT_-3843.8914232642614,MYROUSDT_-3788.3839939306104,PEOPLEUSDT_-3707.8395346603074,TAOUSDT_-3700.2712865509075,1000FLOKIUSDT_-3691.482920416776,1000SATSUSDT_-3668.1385453903563,TRUUSDT_-3659.556630976873,SAGAUSDT_-3645.6688959999688,ENJUSDT_-3621.1193913600932,CFXUSDT_-3608.6517610309393,PYTHUSDT_-3600.10809383301,WIFUSDT_-3594.845583874142,LPTUSDT_-3500.596664732562,YGGUSDT_-3490.2170565029014,PORTALUSDT_-3454.518805300759,GMTUSDT_-3438.046833115709,BOMEUSDT_-3420.1708964020772,RSRUSDT_-3418.0758149127064,IOTXUSDT_-3376.1079593672744,1000BONKUSDT_-3325.3063164810947,NFPUSDT_-3295.2183264609134,RNDRUSDT_-3263.5718284792288,OGNUSDT_-3262.791483872158,GALAUSDT_-3233.4036060819635,API3USDT_-3204.2580351585502,ALGOUSDT_-3190.235944163001,SPELLUSDT_-3159.125284856094,AIUSDT_-3157.1484523774748,ARKMUSDT_-3120.256941411904,MKRUSDT_-3082.2225940653634,HIGHUSDT_-3073.177784664571,OMNIUSDT_-3054.6790390135325,GRTUSDT_-3022.2040124029045,TRBUSDT_-2913.2336920590374,SOLUSDT_-2890.076169357943,EDUUSDT_-2881.628811042489,APEUSDT_-2844.9680136372426,1000SHIBUSDT_-2821.978664857021,AGIXUSDT_-2814.6433389283284,DOGEUSDT_-2804.814851504407,TIAUSDT_-2781.2544722403945,MASKUSDT_-2737.822764261962,FETUSDT_-2717.541983575105,JUPUSDT_-2716.6709670588143,SNXUSDT_-2714.833547203381,INJUSDT_-2702.068975061995,WAXPUSDT_-2679.8952209982704,MANAUSDT_-2673.6720798750744,UNIUSDT_-2658.9343397738435,ZRXUSDT_-2658.860222276804,UMAUSDT_-2625.000967671901,IMXUSDT_-2610.418931965258,ARBUSDT_-2568.4962229372527,AXSUSDT_-2561.481270564746,PIXELUSDT_-2558.086202401277,SANDUSDT_-2541.784620331341,RUNEUSDT_-2537.428164541917,FTMUSDT_-2530.390339209022,BCHUSDT_-2516.3575139312097,VANRYUSDT_-2510.353377328066,SNTUSDT_-2488.6869097214303,OMUSDT_-2461.785924455719,JASMYUSDT_-2429.482431106439,AAVEUSDT_-2371.7471006047845,MINAUSDT_-2351.9958260080234,1000PEPEUSDT_-2342.7271117768287,KNCUSDT_-2339.06491664996,DOTUSDT_-2328.960785212899,XAIUSDT_-2320.0991711164033,VETUSDT_-2309.7816364514074,BLURUSDT_-2256.8315249566904,CRVUSDT_-2237.829743079165,MATICUSDT_-2231.8456262166465,SUSHIUSDT_-2215.080913282546,LINKUSDT_-2206.4754917534424,ETCUSDT_-2176.981695466416,DYDXUSDT_-2170.340900314692,ONDOUSDT_-2154.3992252921703,SUIUSDT_-2097.2376815725606,1000LUNCUSDT_-2021.6752168253072,UNFIUSDT_-1971.8649885974864,WLDUSDT_-1966.7245192749012,EOSUSDT_-1941.8272186072302,LTCUSDT_-1928.1980419753215,ALTUSDT_-1886.076870065067,AEVOUSDT_-1865.893188907215,ADAUSDT_-1765.2547872687035,ETHUSDT_-1757.766460637143,BONDUSDT_-1748.0011094897138,XLMUSDT_-1701.242448755456,CHZUSDT_-1675.5129899415447,FILUSDT_-1629.787602081784,MANTAUSDT_-1618.6613256533285,SEIUSDT_-1532.6234445032474,LDOUSDT_-1486.648260260161,APTUSDT_-1463.5664786125153,ENSUSDT_-1396.736144244568,CKBUSDT_-1396.4626455907123,AVAXUSDT_-1387.7981107471824,NEOUSDT_-1368.5132820614706,ICPUSDT_-1335.868075542166,STRKUSDT_-1335.0556397791602,OPUSDT_-1310.2052940503577,TONUSDT_-1289.9496026231975,BNBUSDT_-1183.4805592096907,BTCUSDT_-1177.855799581518,ATOMUSDT_-1150.3355444063475,XRPUSDT_-1113.833418030316,ARUSDT_-1095.23831326118,FRONTUSDT_-475.97410479268535,ENAUSDT_-342.5898460908488,JTOUSDT_-285.3168872422919,TRXUSDT_-128.08006966819784,NOTUSDT_0.0,BBUSDT_0.0,REZUSDT_0,STRAXUSDT_0.0,DGBUSDT_0.0,BNXUSDT_17.367550235456427,WUSDT_746.7864126409647,ETHFIUSDT_1145.5602940459012
""
