,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
41,2024-02-11,ONDOUSDT_-768.5733438466531,LINKUSDT_-100.77749254231794,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0.0,AEVOUSDT_0.0,WUSDT_0.0,DOGEUSDT_699.6361229999823,XRPUSDT_833.9717269580594,OPUSDT_864.0747289122213,BCHUSDT_985.0218829743648,ETCUSDT_1021.6461856933813,FRONTUSDT_1144.4513897634429,1000SHIBUSDT_1193.1125843809818,MATICUSDT_1263.6582576607047,LDOUSDT_1280.053639209155,BNBUSDT_1298.1035183266772,ETHUSDT_1360.5300433218044,DOTUSDT_1373.27539516931,ENJUSDT_1458.2986535091172,FILUSDT_1485.863593328563,ALICEUSDT_1582.576870228377,1000SATSUSDT_1591.0819306423896,ENSUSDT_1602.2959586189402,ARUSDT_1608.628703217897,UNIUSDT_1625.668589684058,HIGHUSDT_1657.3557483952502,RNDRUSDT_1814.6642449933051,STGUSDT_1887.4255735609363,ARBUSDT_1894.4972239698316,ADAUSDT_2134.8996137911454,NEARUSDT_2183.7234396285135,JASMYUSDT_2226.9079282638604,PEOPLEUSDT_2232.265690681741,BIGTIMEUSDT_2241.2142378267063,BTCUSDT_2415.390528244943,GALAUSDT_2496.939177955813,1000PEPEUSDT_2500.480292096984,FTMUSDT_2516.800127284658,TIAUSDT_2545.64279971504,WLDUSDT_2638.7472447191058,ORDIUSDT_2649.55050967448,AUCTIONUSDT_2829.315695151469,1000FLOKIUSDT_2843.8122398888054,SOLUSDT_2958.7416280684824,AVAXUSDT_3904.9669638153555,FETUSDT_4149.518994008261,BEAMXUSDT_7857.319981469333,1000BONKUSDT_8259.311511362514,WIFUSDT_13096.248158197786
42,2024-02-12,1000SATSUSDT_-463.8303019213134,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0.0,AEVOUSDT_0.0,WUSDT_0.0,ONDOUSDT_390.3623443411631,LDOUSDT_473.67930892306015,ETCUSDT_525.8631935106508,MATICUSDT_549.380952071389,DOGEUSDT_584.1041017673027,BNBUSDT_618.8961238300378,TIAUSDT_652.5719694827934,FILUSDT_748.7140728210128,XRPUSDT_755.3383755369036,FRONTUSDT_756.7913379387786,ALICEUSDT_801.100598840702,DOTUSDT_872.6572743450195,1000SHIBUSDT_877.6831141654059,ENSUSDT_905.9402383142962,ETHUSDT_975.1971069199195,RNDRUSDT_1046.9895168298312,ARUSDT_1090.8101635930586,ARBUSDT_1104.4150092866414,ENJUSDT_1165.324543893936,UNIUSDT_1230.5803557026993,1000PEPEUSDT_1262.4388308279777,FTMUSDT_1295.6500870144532,HIGHUSDT_1322.0246890294043,ORDIUSDT_1363.3304071672212,JASMYUSDT_1520.5092455684855,ADAUSDT_1555.9317732065504,GALAUSDT_1581.4716355087962,WLDUSDT_1609.0320333169866,1000FLOKIUSDT_1676.8465835626344,STGUSDT_1679.0832132980531,AUCTIONUSDT_1695.2272898221845,OPUSDT_1782.205739298757,PEOPLEUSDT_1837.1794813825468,SOLUSDT_1886.6900075559217,BTCUSDT_1981.8480805348445,NEARUSDT_2473.3733290830155,LINKUSDT_2841.1118977407696,AVAXUSDT_3466.5864580060684,FETUSDT_3589.050468367854,BCHUSDT_3600.1774137039156,1000BONKUSDT_5798.027397477632,BIGTIMEUSDT_7168.846709470548,BEAMXUSDT_9478.660298242808,WIFUSDT_12027.481213485793
43,2024-02-13,TIAUSDT_-594.4506863433196,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0.0,AEVOUSDT_0.0,WUSDT_0.0,DOGEUSDT_140.17770074635308,1000SATSUSDT_276.39258871212735,BNBUSDT_279.38672239501346,FILUSDT_295.4781311823355,RNDRUSDT_372.45127987574836,XRPUSDT_400.2777990599499,MATICUSDT_422.7392104236745,FTMUSDT_452.39498430484514,DOTUSDT_453.3119505762284,1000SHIBUSDT_475.5375118420543,LDOUSDT_508.2206912956335,ALICEUSDT_522.5391845661902,AUCTIONUSDT_558.0647783197728,ETCUSDT_622.2489019699022,GALAUSDT_663.0880676125225,HIGHUSDT_732.6091587024217,ARUSDT_839.738942974672,SOLUSDT_841.3312800961473,UNIUSDT_874.0462233409654,ADAUSDT_895.2363142108707,ONDOUSDT_924.9080659250076,ENSUSDT_977.6824229163785,STGUSDT_1049.3440736070836,FRONTUSDT_1086.6766667051795,JASMYUSDT_1125.1429224037356,ARBUSDT_1135.8955032136078,1000FLOKIUSDT_1174.352646277311,ENJUSDT_1206.3837939967111,ETHUSDT_1232.115465121842,1000PEPEUSDT_1233.667526082959,PEOPLEUSDT_1322.3874592731154,WLDUSDT_1633.1047639174185,BTCUSDT_1778.0139842051121,AVAXUSDT_1959.1519183896141,1000BONKUSDT_2088.9222147142473,ORDIUSDT_2483.0680180695617,NEARUSDT_2787.335005522926,FETUSDT_2990.129382306971,OPUSDT_2998.56236162122,LINKUSDT_3037.8897294131966,BCHUSDT_3881.000137777561,BIGTIMEUSDT_5784.9890040393675,WIFUSDT_8205.42279345168,BEAMXUSDT_8985.857078000166
44,2024-02-14,TIAUSDT_-942.3795845179598,AUCTIONUSDT_-682.9203916005478,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0,AEVOUSDT_0.0,WUSDT_0.0,DOGEUSDT_100.00438437375429,XRPUSDT_160.62004064538507,BNBUSDT_321.82926072049435,ADAUSDT_340.1694443996174,1000BONKUSDT_380.77894906767665,1000SHIBUSDT_404.69920782823124,FTMUSDT_418.5941779776388,UNIUSDT_614.9429243972642,ETCUSDT_664.8992498829732,DOTUSDT_691.8916814168742,MATICUSDT_694.880430390182,FILUSDT_759.7909859018393,ENSUSDT_853.0812056910734,STGUSDT_1005.0480958276246,ALICEUSDT_1018.5897448002039,1000SATSUSDT_1074.7071007657064,AVAXUSDT_1125.938376254428,GALAUSDT_1143.1144662723157,JASMYUSDT_1304.707945508552,LINKUSDT_1310.3390331548082,HIGHUSDT_1314.3793294377272,ENJUSDT_1362.6816488390011,1000FLOKIUSDT_1396.936798918478,BTCUSDT_1415.5047799871277,SOLUSDT_1464.8961765805723,ARBUSDT_1606.0912826346912,FRONTUSDT_1764.1768881330872,LDOUSDT_1825.4388445401805,ETHUSDT_1891.8871773940439,PEOPLEUSDT_1894.1783469158459,BCHUSDT_1904.029054873485,NEARUSDT_1993.7997322907745,RNDRUSDT_1996.438215649722,OPUSDT_2423.3374840353517,1000PEPEUSDT_2446.1663136318184,ONDOUSDT_2482.334538513496,ARUSDT_2516.1781397998493,FETUSDT_2850.598738500723,WLDUSDT_2872.9002199454935,ORDIUSDT_3487.4712842102153,BIGTIMEUSDT_4272.320393793955,BEAMXUSDT_7106.161416748606,WIFUSDT_9832.422734354837
45,2024-02-15,TIAUSDT_-748.6766657124487,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0,AEVOUSDT_0.0,WUSDT_0.0,AUCTIONUSDT_494.32656410951495,XRPUSDT_495.5650710087885,LINKUSDT_719.074262605321,1000SHIBUSDT_790.1358829057378,ETCUSDT_794.5663235411315,UNIUSDT_852.66723665908,BNBUSDT_916.7394826793777,DOGEUSDT_1030.8344901511348,MATICUSDT_1131.468110038673,BCHUSDT_1174.2561873529417,FILUSDT_1257.1751396242123,1000SATSUSDT_1304.8153281242194,ADAUSDT_1332.584170977517,AVAXUSDT_1414.1181996880796,FTMUSDT_1432.7629998481286,PEOPLEUSDT_1513.27444481416,NEARUSDT_1717.237139332781,ARBUSDT_1718.2565854103102,JASMYUSDT_1758.648719988762,DOTUSDT_1811.247749890307,1000BONKUSDT_1873.9009519061647,STGUSDT_1880.707630658457,ENSUSDT_1892.618681761312,OPUSDT_1917.748054614473,BTCUSDT_1929.2787901585532,FETUSDT_1967.0366360424598,GALAUSDT_2045.888486192144,1000FLOKIUSDT_2060.5925752669227,ALICEUSDT_2071.6674371220824,SOLUSDT_2091.570863007093,ENJUSDT_2148.790067257356,RNDRUSDT_2178.433280045519,HIGHUSDT_2491.392411804721,LDOUSDT_2536.6295256849485,ETHUSDT_2551.52532450368,FRONTUSDT_3188.689998908602,ORDIUSDT_3261.2277167856087,ARUSDT_3279.3160908860395,BIGTIMEUSDT_3446.184648201381,1000PEPEUSDT_4473.199025041193,BEAMXUSDT_4855.7930552346925,WLDUSDT_5421.9375282328365,ONDOUSDT_5436.5833929983355,WIFUSDT_11256.219728105518
46,2024-02-16,TIAUSDT_-1457.467843205957,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0,AEVOUSDT_0.0,WUSDT_0.0,BCHUSDT_4.643497274095532,LINKUSDT_49.03545283679756,FETUSDT_632.79308736213,ETCUSDT_693.4738254454493,PEOPLEUSDT_848.6522080481127,NEARUSDT_1192.6335129423414,MATICUSDT_1285.074772032056,SOLUSDT_1307.6691657009674,ARBUSDT_1309.6981632658926,1000SHIBUSDT_1344.401818675611,RNDRUSDT_1472.4788804618133,1000SATSUSDT_1493.4406442888082,FTMUSDT_1512.1113275916905,DOGEUSDT_1578.6804721003712,AVAXUSDT_1614.6903051440252,XRPUSDT_1618.0966258091785,ORDIUSDT_1769.7037751372466,ENSUSDT_1855.6680063183046,OPUSDT_1885.4677403293726,BTCUSDT_1945.1527168934745,LDOUSDT_2049.2995824886966,DOTUSDT_2084.510093627251,FILUSDT_2191.294410506989,1000FLOKIUSDT_2207.6089089707443,ENJUSDT_2277.2727517767867,JASMYUSDT_2402.2590727339752,ALICEUSDT_2413.2252806928223,BIGTIMEUSDT_2535.6678398355407,BNBUSDT_2604.0074555929377,ADAUSDT_2629.3988392779147,BEAMXUSDT_2641.2198092167405,UNIUSDT_2694.2389904250444,STGUSDT_2762.9450698724713,ETHUSDT_2773.3170199190554,HIGHUSDT_2845.3069312168273,1000BONKUSDT_2864.2661453882856,GALAUSDT_3076.302399507349,ONDOUSDT_3568.312806343402,FRONTUSDT_4095.38555984681,AUCTIONUSDT_5350.564238350518,1000PEPEUSDT_5406.616403561088,ARUSDT_5849.927031203112,WLDUSDT_6745.560939676883,WIFUSDT_7197.066315663361
47,2024-02-17,TIAUSDT_-1683.2235517351683,LINKUSDT_-673.6138535781147,BEAMXUSDT_-651.4433943825443,SOLUSDT_-455.0694329362743,ARBUSDT_-371.85307212796954,BCHUSDT_-303.5402412799337,OPUSDT_-212.32404405848098,ENSUSDT_-75.73617371530624,AVAXUSDT_-28.37960543471921,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0,AEVOUSDT_0.0,WUSDT_0.0,WIFUSDT_96.77919293247055,BIGTIMEUSDT_157.74682279610056,NEARUSDT_218.40105584917686,ETCUSDT_419.38722377609105,ONDOUSDT_600.1936599133041,PEOPLEUSDT_630.8079304776002,ORDIUSDT_776.3125709990951,FTMUSDT_898.7257495265529,1000BONKUSDT_1021.6130143056541,1000SHIBUSDT_1039.3941743795326,DOTUSDT_1211.4916782332302,DOGEUSDT_1213.3115025489165,BTCUSDT_1257.652279090077,LDOUSDT_1384.5134479085325,STGUSDT_1384.803120097465,1000FLOKIUSDT_1394.2145224063077,ENJUSDT_1710.4583272638492,FRONTUSDT_1788.4582325584727,FILUSDT_1788.6838905167597,ETHUSDT_1802.8106932845624,FETUSDT_1814.9922644750297,HIGHUSDT_2070.8459047636693,JASMYUSDT_2087.7243349988803,XRPUSDT_2114.899799338805,ALICEUSDT_2156.738510748653,MATICUSDT_2234.87020545701,ADAUSDT_2273.8701111574396,1000PEPEUSDT_2326.2116571239094,GALAUSDT_2336.9724758333937,BNBUSDT_2931.9021848612174,RNDRUSDT_3133.947386507908,1000SATSUSDT_3188.3574828547653,UNIUSDT_3275.056314656389,AUCTIONUSDT_4975.377970618576,ARUSDT_7444.401301912532,WLDUSDT_13905.681301238912
48,2024-02-18,WIFUSDT_-3027.707160617139,OPUSDT_-1939.508695968514,BIGTIMEUSDT_-1919.6332915648386,ARBUSDT_-1693.3856068061334,ENSUSDT_-1621.531259875655,ONDOUSDT_-1471.373087818767,SOLUSDT_-1457.5577852426948,1000BONKUSDT_-1392.5860055044786,AVAXUSDT_-1204.2488852419183,BEAMXUSDT_-1063.411511445443,BCHUSDT_-758.4791790522886,TIAUSDT_-742.0258041567562,FTMUSDT_-597.6622809764332,ETCUSDT_-593.0737245697281,NEARUSDT_-508.4975312236402,LINKUSDT_-471.6774972155362,ORDIUSDT_-374.2248136481543,LDOUSDT_-329.3392660018074,1000SHIBUSDT_-128.3157906432828,1000PEPEUSDT_-27.566477225251333,1000FLOKIUSDT_-11.717480010091997,DOGEUSDT_-10.648358701079847,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0,AEVOUSDT_0.0,WUSDT_0.0,DOTUSDT_119.23014944794554,FRONTUSDT_198.4498201827017,JASMYUSDT_270.3772222948593,HIGHUSDT_313.5495037076344,BTCUSDT_352.9731770080109,ENJUSDT_363.9731252022791,ETHUSDT_537.5017367904939,PEOPLEUSDT_558.2059283290558,GALAUSDT_624.3116940057993,STGUSDT_680.0807383487688,XRPUSDT_707.2090972710029,ADAUSDT_1059.0325785976024,ALICEUSDT_1235.3454757005243,AUCTIONUSDT_1404.5857985005405,BNBUSDT_1588.7313158262289,MATICUSDT_1769.5733088777797,RNDRUSDT_2464.934450332859,FILUSDT_2498.0319411437376,UNIUSDT_2876.3745018963627,FETUSDT_3114.4483880078715,1000SATSUSDT_3203.5033126536514,ARUSDT_7061.528611642033,WLDUSDT_14712.476065362178
49,2024-02-19,ENSUSDT_-1160.5803993591928,1000BONKUSDT_-1159.83413352439,BIGTIMEUSDT_-949.3087465374074,ARBUSDT_-726.6799346138384,AVAXUSDT_-704.0132595059105,ETCUSDT_-597.1406894457981,OPUSDT_-535.8307477872429,BCHUSDT_-476.8944229806812,ORDIUSDT_-429.3698744206031,SOLUSDT_-387.6314625841704,DOGEUSDT_-180.7081427350708,1000SHIBUSDT_-151.9804555437543,LDOUSDT_-148.92851635743847,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0,AEVOUSDT_0.0,WUSDT_0.0,BTCUSDT_136.9376714326375,LINKUSDT_214.4564079383386,FTMUSDT_285.81492140047243,TIAUSDT_311.71406322081526,XRPUSDT_319.8845780294287,1000FLOKIUSDT_374.23903312671035,1000PEPEUSDT_393.7284211156843,BNBUSDT_442.8269767287432,ENJUSDT_450.1228230783026,ETHUSDT_527.2880031264491,FRONTUSDT_543.3639058852059,DOTUSDT_587.1512566860046,ONDOUSDT_732.9083728287392,WIFUSDT_776.6984925046208,JASMYUSDT_799.6399931459271,AUCTIONUSDT_856.3329287401184,GALAUSDT_1024.789501357723,PEOPLEUSDT_1289.0568243216915,NEARUSDT_1426.2418521955142,ALICEUSDT_1601.4229668448913,UNIUSDT_1964.2548838807793,ADAUSDT_1992.641222018138,MATICUSDT_2105.242832063375,HIGHUSDT_2252.501053283028,1000SATSUSDT_2424.001541973867,FILUSDT_2649.678756913656,BEAMXUSDT_2743.3182458140795,RNDRUSDT_3151.604078039446,STGUSDT_3877.6498689927857,ARUSDT_4197.44310488824,FETUSDT_6610.213630764815,WLDUSDT_16462.352226149604
50,2024-02-20,1000BONKUSDT_-727.8612044117558,AVAXUSDT_-640.1474311467243,BCHUSDT_-15.537757119528678,BNBUSDT_-1.958516874692483,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,OMUSDT_0,AEVOUSDT_0.0,WUSDT_0.0,WIFUSDT_16.0681295919682,BTCUSDT_176.69861148526894,1000SHIBUSDT_199.44492593014152,LINKUSDT_214.70112517278963,XRPUSDT_328.2346718309552,ORDIUSDT_336.68191570659684,SOLUSDT_344.2540771907094,TIAUSDT_385.09919821925837,ETCUSDT_485.9300703845008,ARBUSDT_528.6719904864541,DOTUSDT_755.5992618440193,1000PEPEUSDT_873.1037322057116,BIGTIMEUSDT_929.0552213839727,UNIUSDT_943.1384331289789,ENSUSDT_1070.9580562541435,DOGEUSDT_1079.4395420651178,1000FLOKIUSDT_1198.4496908223825,LDOUSDT_1457.1658715803733,ETHUSDT_1496.668074667355,GALAUSDT_1673.8186962672276,OPUSDT_1688.6742355285123,ADAUSDT_1727.5860452568973,ALICEUSDT_1773.062748511302,FRONTUSDT_1810.1757701753654,FTMUSDT_1811.8759843778184,ENJUSDT_1973.3784787451293,HIGHUSDT_1976.0572853597694,AUCTIONUSDT_2184.332021816532,NEARUSDT_2224.6802258926377,PEOPLEUSDT_2224.9448297596878,1000SATSUSDT_2236.412764085261,MATICUSDT_2542.017396973505,STGUSDT_4353.015389015228,RNDRUSDT_5194.050919789811,FILUSDT_5360.529127274083,JASMYUSDT_5952.391995607854,BEAMXUSDT_6055.961730716798,ARUSDT_6350.784148275951,ONDOUSDT_6675.3356754191955,FETUSDT_8722.951226852116,WLDUSDT_20517.695885971738
51,2024-02-21,OMUSDT_-2718.05878824917,1000BONKUSDT_-1643.2827814172808,WIFUSDT_-1515.5823169547589,AVAXUSDT_-1349.6084695750883,TIAUSDT_-1021.0657200468102,1000SATSUSDT_-973.7327859159169,LINKUSDT_-846.6945777436887,ORDIUSDT_-755.453464581502,SOLUSDT_-660.7842521875849,HIGHUSDT_-494.84774325485006,BCHUSDT_-349.90506808688855,ARBUSDT_-332.7369332659194,UNIUSDT_-218.24670752754267,PEOPLEUSDT_-126.15954535917207,1000PEPEUSDT_-114.45112536317835,1000SHIBUSDT_-4.3658869932824205,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,AEVOUSDT_0.0,WUSDT_0.0,BNBUSDT_43.19701817867059,BTCUSDT_82.66559435991506,DOTUSDT_109.19513587799682,LDOUSDT_133.40104540204345,ALICEUSDT_269.16433240137866,XRPUSDT_312.37161093735705,NEARUSDT_345.98723809335104,BIGTIMEUSDT_346.22171356553764,AUCTIONUSDT_489.083852971546,ETCUSDT_612.966857461549,DOGEUSDT_625.8821309868306,ENSUSDT_739.828182955326,ADAUSDT_772.9871412020151,1000FLOKIUSDT_785.6611040480423,GALAUSDT_843.1792651008262,FTMUSDT_965.311227498279,STGUSDT_1507.6405138557,ETHUSDT_1623.7028088084426,MATICUSDT_1718.771129734163,ENJUSDT_1768.273756920611,OPUSDT_2251.9742795518005,FRONTUSDT_2411.2366467253155,RNDRUSDT_3863.3242892192907,BEAMXUSDT_4713.0771081341845,ARUSDT_6756.497961930469,FILUSDT_7316.5602726473835,FETUSDT_8014.028865559744,ONDOUSDT_8363.547057772077,WLDUSDT_11677.642568779967,JASMYUSDT_16608.912215656455
52,2024-02-22,1000SATSUSDT_-3663.567996298729,WIFUSDT_-3595.265753018738,1000BONKUSDT_-3440.9114551179946,OMUSDT_-3221.1704484970433,BIGTIMEUSDT_-3119.8064985933497,PEOPLEUSDT_-2768.6787856760598,TIAUSDT_-2684.3668144109724,AUCTIONUSDT_-2506.7569772439624,ARBUSDT_-2381.2810793965978,HIGHUSDT_-2266.7203217135298,AVAXUSDT_-2256.284399574364,LINKUSDT_-2253.791621580194,NEARUSDT_-2133.0145998554312,SOLUSDT_-2049.983045992606,ORDIUSDT_-1990.2236609472259,ALICEUSDT_-1701.556580867676,1000PEPEUSDT_-1609.257003893212,LDOUSDT_-1518.4137133123304,DOTUSDT_-1431.3010866183768,UNIUSDT_-1419.5453101685634,ADAUSDT_-1199.3175755833915,FTMUSDT_-1184.0847981063657,1000FLOKIUSDT_-1171.8548322046329,BCHUSDT_-994.169188618716,1000SHIBUSDT_-903.2024307127217,STGUSDT_-831.4982598994683,ENJUSDT_-780.0276673061816,XRPUSDT_-757.8441682746848,ETCUSDT_-661.2958567614735,DOGEUSDT_-657.5489812157141,ENSUSDT_-448.0521829463011,MATICUSDT_-397.3458255930584,BTCUSDT_-298.7137595274321,GALAUSDT_-215.52566105394513,OPUSDT_-179.36947414324467,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,AEVOUSDT_0.0,WUSDT_0.0,FRONTUSDT_680.0415414284611,BEAMXUSDT_865.7303302251399,ETHUSDT_910.4256213278379,BNBUSDT_1257.906453005778,ARUSDT_2252.1777070935364,RNDRUSDT_3064.150573024343,FILUSDT_3621.9363263560635,WLDUSDT_4455.888387908144,ONDOUSDT_5111.786267301185,FETUSDT_6765.34449463826,JASMYUSDT_25786.81148790977
53,2024-02-23,WIFUSDT_-5078.888938574949,ARBUSDT_-2600.9064901734573,BIGTIMEUSDT_-2483.025374990387,AUCTIONUSDT_-2457.386688925787,1000SATSUSDT_-2427.0216082409243,1000BONKUSDT_-2395.395610916658,PEOPLEUSDT_-2222.4344408345087,OMUSDT_-2161.486248035752,TIAUSDT_-2095.14479125698,LINKUSDT_-1984.1856981268852,LDOUSDT_-1955.1101720608276,SOLUSDT_-1714.3257304319875,AVAXUSDT_-1652.5872392531103,NEARUSDT_-1621.2726040307687,ORDIUSDT_-1545.2550718629705,ADAUSDT_-1273.7293309400525,ENSUSDT_-1211.007218122465,OPUSDT_-1065.593520868061,DOTUSDT_-929.1185122278627,XRPUSDT_-854.397455884364,ETCUSDT_-851.1300627716058,FTMUSDT_-774.5557309151684,ENJUSDT_-771.4338970216722,STGUSDT_-761.0677152322746,UNIUSDT_-716.3893917963884,BCHUSDT_-628.971445526071,DOGEUSDT_-507.93688193540453,1000SHIBUSDT_-500.9117680917432,1000FLOKIUSDT_-378.16532847738665,BTCUSDT_-205.26352352095904,1000PEPEUSDT_-150.36655559128744,ARUSDT_-131.03794643756808,MATICUSDT_-83.5976182687264,HIGHUSDT_-61.319985339486344,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,AEVOUSDT_0.0,WUSDT_0.0,FRONTUSDT_494.0538609774507,ETHUSDT_855.7567740769395,GALAUSDT_918.0733329674332,BEAMXUSDT_1143.1891969482022,ALICEUSDT_1218.9556001132087,BNBUSDT_2391.8274444361477,FILUSDT_4129.899449403721,RNDRUSDT_7027.296718899822,FETUSDT_7335.485828608702,WLDUSDT_8924.634908205906,ONDOUSDT_9915.77647979562,JASMYUSDT_24721.110736816114
54,2024-02-24,WIFUSDT_-5811.501747919275,AUCTIONUSDT_-3857.146104691993,ORDIUSDT_-3025.199250581673,ARBUSDT_-2635.525062343482,TIAUSDT_-2494.978811599682,1000SATSUSDT_-2477.787677456205,ENSUSDT_-2088.3661009853836,1000BONKUSDT_-1957.5233045060083,LINKUSDT_-1922.7373050991566,SOLUSDT_-1826.763580072864,OPUSDT_-1813.9604069024604,BIGTIMEUSDT_-1737.9855953576077,AVAXUSDT_-1662.1328640772738,ARUSDT_-1413.014176530899,ADAUSDT_-1266.1970121155625,FTMUSDT_-1205.9839523333583,LDOUSDT_-1139.4020876275204,PEOPLEUSDT_-1097.857358300347,ETCUSDT_-1024.878304396718,XRPUSDT_-1003.1009862070956,STGUSDT_-986.7293423427483,DOTUSDT_-536.7579784251329,BTCUSDT_-416.34763842375935,1000SHIBUSDT_-391.262505524358,OMUSDT_-366.2924056285189,DOGEUSDT_-345.76819626147045,NEARUSDT_-344.5283178767866,ENJUSDT_-174.6992373502516,BCHUSDT_-104.90603736035025,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,AEVOUSDT_0.0,WUSDT_0.0,ETHUSDT_179.51805027637363,1000FLOKIUSDT_403.66821158113896,BEAMXUSDT_414.8206819351582,MATICUSDT_464.8978634119398,HIGHUSDT_518.0603874306831,BNBUSDT_1455.0014014975684,1000PEPEUSDT_1566.7193492258282,GALAUSDT_1577.7357890352484,ALICEUSDT_1924.5909414421576,FRONTUSDT_3799.9642721216337,FETUSDT_3917.203637592259,FILUSDT_4189.17090946589,RNDRUSDT_6362.1621497375745,WLDUSDT_6826.85943290547,ONDOUSDT_8553.74456095817,UNIUSDT_8853.881847775718,JASMYUSDT_10558.08229621657
55,2024-02-25,AUCTIONUSDT_-3885.4569163991596,WIFUSDT_-2689.008610395363,ORDIUSDT_-2113.622838817712,TIAUSDT_-1347.4957307014904,OPUSDT_-1242.0766290537576,ENSUSDT_-1194.5895065672528,1000SATSUSDT_-1140.9823504297017,ARUSDT_-1106.673933719767,ARBUSDT_-986.6707043969594,AVAXUSDT_-977.3007060157673,1000BONKUSDT_-951.1603940802181,SOLUSDT_-862.9096849646908,BEAMXUSDT_-688.7908026556142,LINKUSDT_-619.6339155682984,ADAUSDT_-603.701092073486,OMUSDT_-507.80935521154754,BIGTIMEUSDT_-432.0670537633325,ETCUSDT_-367.25834626089846,XRPUSDT_-314.74958176662346,BTCUSDT_-209.2156584042386,1000SHIBUSDT_-62.125385825983244,BBUSDT_0.0,NOTUSDT_0.0,BOMEUSDT_0.0,ETHFIUSDT_0.0,ENAUSDT_0.0,OMNIUSDT_0.0,AEVOUSDT_0.0,WUSDT_0.0,STGUSDT_33.99625675049655,FTMUSDT_181.11935886317448,ETHUSDT_203.79598518605997,DOGEUSDT_255.71995850244755,PEOPLEUSDT_396.93502892340666,FETUSDT_471.0664184889344,BCHUSDT_487.3176196000298,MATICUSDT_862.1231382860818,DOTUSDT_960.1343046543108,BNBUSDT_974.0965098068463,HIGHUSDT_1194.4377150963398,LDOUSDT_1264.6296543604617,1000FLOKIUSDT_1334.9405762590961,ENJUSDT_1570.312661845481,1000PEPEUSDT_1798.1871198305414,FILUSDT_1833.0651470947796,RNDRUSDT_2410.626621085974,ALICEUSDT_2433.9215392606416,GALAUSDT_2441.305045979928,WLDUSDT_3172.8644969854113,NEARUSDT_3410.838367290257,JASMYUSDT_4057.9406729903712,ONDOUSDT_4924.338962976305,FRONTUSDT_5814.2948757377035,UNIUSDT_16021.326256645236
